name,brand_name,url,sku,id,rating_media,reviews
Multifuncional Hp Ink Tank Wireless 416,HP,https://www.extra.com.br/multifuncional-hp-ink-tank-wireless-416/p/13185900,13185900,9609138.0,5.0,"['o produto é excelente . e a entrega foi perfeita e pontual . ', 'Otima qualidade de impressão e bom rendimento de tinta!', 'Excelente atende as minhas necessidades muito bem. Impressão de fotos muito boa', 'Muito bom.', 'Economia é com ela mesmo, qualidade na impressão.Super apaixonada.Como Pedagoga que utiliza demais pela profissão super recomendo.', 'Muito bom', 'Otimo!!! super recomendo', 'Ótimo produto com um excelente custo. Estou satisfeito.', 'Fiquei muito satisfeita, principalmente com relação a economia de tinta, antes com 2ml da outra multifuncional eu não imprimia quase nada, estava toda hora comprando tinta, e agora já estou há 6 meses sem saber o que é comprar tintas. A única coisa que me arrependo é de não ter comprado antes.', 'Muito boa. Funciona perfeitamente, dentro do esperado. Econômica e compacta tem aparência de frágil, mas atende as expectativas.', 'Ótimo ', 'Muito bom, até o presente momento.', 'ótima qualidade', 'Muito bom, ótimo custo benefício', 'Bom', 'Equipamento de primeira qualidade,ótimo custo benefício.', 'Atendeu minhas expectativas...', 'Produto chegou no prazo, excelente custo benefício.', 'bem útil', 'Bom', 'Ótimo ', 'Aparentemente é o melhor custo-benefício para uma pequena empresa ou para quem imprime até 40 paginas por mês. Gostei bastante do produto e acredito que realmente seja econômico, a embalagem diz que a primeira carga pode durar até dois anos. Apesar de ser um pouco chato e difícil consegui configurar a função wireless dela, até do celular da para imprimir. ', 'Excelente e por enquanto parece econômica ', 'Pela relação cusro x benefício é uma boa multifuncionail. Pra trabalhos caseiros satisfaz a necessidade. Só achei ela lenta, poderia ser mais rápida. Qualidade da impressão é boa. ', 'Uma ótima impressora..!!', 'Muito bom', 'Produto excelente, responde bem aos comandos e custo benefício é muito bom. ', 'Produto excelente, acima das expectativas, entrega super rápida!!!!', 'Excelente desempenho ', 'Produto muito bom, ótimo desempenho estou satisfeito com a compra !!', 'Produto muito bom tanto pra tarefas domésticas quanto profissionais.', 'Um ótimo equipamento, mas achei o tempo de impressão via USB um pouco lento.', 'xxxxxx', 'Atende as necessidades.', 'Excelente produto', 'O excelente produto.... gosto muito da marca HP, nunca tive problemas ... E para a finalidade  que preciso, ela é  o ideal. ', 'Muito bom, impressão rápida. Impressão via wi-fi dela é bem eficiente', 'Realmente muito bom! A qualidade da foto é muito boa mesmo!!! A parte Wireless é um espetáculo, pois deixei dentro de um quartinho e de dentro de outro quarto, a mais de 20 metros, eu consegui imprimir certinho! A configuração de instalação também foi muito rápida! Tb ja imprimi pelo App do celular e saiu tal qual pelo LapTop! Realmente recomendo muito!!!', 'Até agora funciona muito bem!', 'Muito bom, para uso doméstico e escritórios', 'muito pratica', 'Bom custo benefício .Apenas deixa a desejar no quesito velocidade de impressao\r\n', 'Ótimo custo-benefício e boa qualidade de impressão. Recomendo.', 'Impressora muito rápida, econômica, esteticamente muito bonita e bastante pratica. Silenciosa e veloz.', 'produto fraco', 'Muito econômica no consumo de tinta.\r\nBoa qualidade de impressão.\r\nNão está imprimindo a página toda, fica uma margem no inicio e no fim.']"
Mini Impressora Bluetooth Térmica 80mm Windows Ios Android,Não Informado,https://www.extra.com.br/mini-impressora-bluetooth-termica-80mm-windows-ios-android/p/1501252337,1501252337,13112412.0,0.0,[]
Kit 10 Tintas T664 Epson Para Toda Linha Ecotank,Epson,https://www.extra.com.br/kit-10-tintas-t664-epson-para-toda-linha-ecotank/p/1503311719,1503311719,15331730.0,5.0,"['Bom', 'Chegou rápido. Funcionou']"
Cartucho HP 664XL F6V31AB Preto,HP,https://www.extra.com.br/cartucho-hp-664xl-f6v31ab-preto/p/1504789294,1504789294,16809030.0,0.0,[]
Toner Samsung MLT-D101S ML2165 ML2165W SCX3405W SCX3405FW,Samsung,https://www.extra.com.br/toner-samsung-mlt-d101s-ml2165-ml2165w-scx3405w-scx3405fw/p/1500346132,1500346132,12229455.0,5.0,['Ótimo! Atendeu minhas expectativas.']
Kit 4 Litros Tinta Epson Impressora L4150 Wrshop + Bico,Não Informado,https://www.extra.com.br/kit-4-litros-tinta-epson-impressora-l4150-wrshop-bico/p/1505187011,1505187011,17206146.0,0.0,[]
Kit 4 Litros Tinta Epson Impressora L120 L200 Wrshop + Bico,Não Informado,https://www.extra.com.br/kit-4-litros-tinta-epson-impressora-l120-l200-wrshop-bico/p/1505191520,1505191520,17210681.0,0.0,[]
Tinta impressora epson ecotank l365 4 litros,Não Informado,https://www.extra.com.br/tinta-impressora-epson-ecotank-l365-4-litros/p/1503502714,1503502714,15522898.0,0.0,[]
Tinta para Impressora Epson EcoTank L355 4 Litros,Não Informado,https://www.extra.com.br/tinta-para-impressora-epson-ecotank-l355-4-litros/p/1504968591,1504968591,16988783.0,0.0,[]
Impressora Laser Mono Brother HL-1202,Brother,https://www.extra.com.br/impressora-laser-mono-brother-hl-1202/p/4823813,4823813,2062781.0,4.5,"['Cumpre com o prometido, fácil de usar.', 'Perfeito', 'Excelente.', 'Bom custo beneficio.', 'Boa impressão, relativamente silenciosa, rápida para carregar e imprimir', 'Boa impressão, relativamente silenciosa, rápida para carregar e imprimir', 'Deveria vir incluso a fonte para não ter que gastar mais dinheiro comprando uma para poder ligar a impressora!', 'Muito bom!! recomendo, chegou na data correta e em perfeitas condições, tem um ótimo funcionamento, só  peca na questão de cabo para conectar ao computador, mas é ótimo produto.', 'Produto melhor que eu imaginava, recomento a compra, ótima qualidade de impressão.']"
Plotter de Recorte Profissional GS-720 72cm com Mira Laser,Não Informado,https://www.extra.com.br/plotter-de-recorte-profissional-gs-720-72cm-com-mira-laser/p/10053347,10053347,6536905.0,0.0,[]
Impressora Térmica Não Fiscal Bematech MP-4200 TH (USB),Bematech,https://www.extra.com.br/impressora-termica-nao-fiscal-bematech-mp-4200-th-usb/p/4942091,4942091,2171190.0,5.0,['Muito bom']
Impressora Laser Mono Kyocera FS-1060DN 25ppm,Kyocera,https://www.extra.com.br/impressora-laser-mono-kyocera-fs-1060dn-25ppm/p/5427895,5427895,2577925.0,0.0,[]
Impressora 3D GB 200 AL ,Não Informado,https://www.extra.com.br/impressora-3d-gb-200-al/p/10854852,10854852,7333148.0,0.0,[]
Impressora Brother HL-L6402DW HLL6402 | Laser Monocromática,Brother,https://www.extra.com.br/impressora-brother-hl-l6402dw-hll6402-laser-monocromatica/p/7791986,7791986,4394321.0,0.0,[]
Multifuncional Laser Mono Wireless DCP-1617NW Brother,Brother,https://www.extra.com.br/multifuncional-laser-mono-wireless-dcp-1617nw-brother/p/7156418,7156418,3846348.0,5.0,"['BOM.', 'Uma impressa excelente!  Impressão escanear tudo  muito perfeito.  Indico com segurança. ', 'Até presente momento, estou muito satisfeito com a impressora multifuncional, DPC 1617NW, que me chamou atenção foi o custo beneficio dela e a mesma ser compacta! Excelente!!!', 'É  excelente  esse produto ']"
Impressora Térmica Tanca TP-509U,Tanca,https://www.extra.com.br/impressora-termica-tanca-tp-509u/p/7020352,7020352,3710937.0,0.0,[]
Toner Compt. 105a W1105a M107a M107w M135a M135w COM CHIP CHINAMATE,Chinamate ,https://www.extra.com.br/toner-compt-105a-w1105a-m107a-m107w-m135a-m135w-com-chip-chinamate/p/1512677749,1512677749,24727054.0,0.0,[]
Impressora Epson Matricial Lx-350 Edg - C11Cc24021,Epson,https://www.extra.com.br/impressora-epson-matricial-lx-350-edg-c11cc24021/p/13171368,13171368,9595257.0,0.0,[]
Mini Impressora Portatil Bluetooth Termica KP-1020 Knup,Não Informado,https://www.extra.com.br/mini-impressora-portatil-bluetooth-termica-kp-1020-knup/p/14217735,14217735,10629359.0,0.0,[]
Mini Impressora Bluetooth Termica Portatil 58mm Android,Exbom,https://www.extra.com.br/mini-impressora-bluetooth-termica-portatil-58mm-android/p/1500341235,1500341235,12224567.0,0.0,[]
Fita Industrial para Rotulador TZS-231 Brother,Brother,https://www.extra.com.br/fita-industrial-para-rotulador-tzs-231-brother/p/1511752048,1511752048,23801035.0,0.0,[]
Fita Rotulador Pap LetraTag 12mmx4m Preto Branco 10697 Dymo,Dymo ,https://www.extra.com.br/fita-rotulador-pap-letratag-12mmx4m-preto-branco-10697-dymo/p/1511762620,1511762620,23811576.0,0.0,[]
Toner Preto Cf400x 201x Para Impressora M252dw M277dw Novo,Evolut,https://www.extra.com.br/toner-preto-cf400x-201x-para-impressora-m252dw-m277dw-novo/p/1512678910,1512678910,24728215.0,0.0,[]
Toner Compat. Cf217a 217a 17a M102a M102w M130 Com Chip,Evolut,https://www.extra.com.br/toner-compat-cf217a-217a-17a-m102a-m102w-m130-com-chip/p/1512678914,1512678914,24728219.0,0.0,[]
Toner Tn2370 Tn-2370 Tn2340 Tn660 2320d 2360dw 2740dw,Evolut,https://www.extra.com.br/toner-tn2370-tn-2370-tn2340-tn660-2320d-2360dw-2740dw/p/1512678915,1512678915,24728220.0,0.0,[]
Kit 10 Toner Tn580 Tn620 Tn650 8080 8085 8065dn 8060 Hl5240,Evolut,https://www.extra.com.br/kit-10-toner-tn580-tn620-tn650-8080-8085-8065dn-8060-hl5240/p/1512678916,1512678916,24728221.0,0.0,[]
Kit 8 Toner Compat. P/ Dcp8080 Tn650 Tn580 Tn620,Evolut,https://www.extra.com.br/kit-8-toner-compat-p-dcp8080-tn650-tn580-tn620/p/1512678921,1512678921,24728226.0,0.0,[]
6 Toner Compat. Cf226a Cf226 26a | M426dw M426fdw M402n,Evolut,https://www.extra.com.br/6-toner-compat-cf226a-cf226-26a-m426dw-m426fdw-m402n/p/1512678922,1512678922,24728227.0,0.0,[]
Toner Compat. Para Ml 2165 Mlt D101s Scx 3405cart,Evolut,https://www.extra.com.br/toner-compat-para-ml-2165-mlt-d101s-scx-3405cart/p/1512678923,1512678923,24728228.0,0.0,[]
Toner Compat. 100% Novo 36a Lacrado Universal !,Evolut,https://www.extra.com.br/toner-compat-100-novo-36a-lacrado-universal/p/1512678927,1512678927,24728232.0,0.0,[]
Toner Laserjet Pro 200 / Color Mfp M251 M251nw Série 131a,Evolut,https://www.extra.com.br/toner-laserjet-pro-200-color-mfp-m251-m251nw-serie-131a/p/1512678928,1512678928,24728233.0,0.0,[]
Kit 2 Toners 505a 05a Cf280 80a P/ Impressoras P2035 Pro 400,Evolut,https://www.extra.com.br/kit-2-toners-505a-05a-cf280-80a-p-impressoras-p2035-pro-400/p/1512678929,1512678929,24728234.0,0.0,[]
Cartucho De Toner Compat. Para Mlt-d111s,Evolut,https://www.extra.com.br/cartucho-de-toner-compat-para-mlt-d111s/p/1512678930,1512678930,24728235.0,0.0,[]
Kit Com 10 Toner 505a 05a Cf280 80a Compat. Novo,Evolut,https://www.extra.com.br/kit-com-10-toner-505a-05a-cf280-80a-compat-novo/p/1512678932,1512678932,24728237.0,0.0,[]
Kit C/ 8 Toner Ce410 Ce411 Ce412 Ce413 305 Compat. 410,Evolut,https://www.extra.com.br/kit-c-8-toner-ce410-ce411-ce412-ce413-305-compat-410/p/1512678933,1512678933,24728238.0,0.0,[]
Toner  Mlt-d111s Série Xpress M2021 M2071 Séries D111,Evolut,https://www.extra.com.br/toner-mlt-d111s-serie-xpress-m2021-m2071-series-d111/p/1512678934,1512678934,24728239.0,0.0,[]
Kit De Toner Ce320 - Ce321 - Ce322 - Ce323 / 128a,Evolut,https://www.extra.com.br/kit-de-toner-ce320-ce321-ce322-ce323-128a/p/1512678935,1512678935,24728240.0,0.0,[]
Kit 8x Cartucho De Toner Para Impressora Q2612a 2612a 12,Evolut,https://www.extra.com.br/kit-8x-cartucho-de-toner-para-impressora-q2612a-2612a-12/p/1512678936,1512678936,24728241.0,0.0,[]
Toner D111 111s M2020 M2070 M2020w M2020fw 100% Novo,Evolut,https://www.extra.com.br/toner-d111-111s-m2020-m2070-m2020w-m2020fw-100-novo/p/1512678937,1512678937,24728242.0,0.0,[]
Kit Toner Cp1515 / Cp1215 100% Novo 125a,Evolut,https://www.extra.com.br/kit-toner-cp1515-cp1215-100-novo-125a/p/1512678938,1512678938,24728243.0,0.0,[]
Toner 26a Cf226a 226a 226 M426fdw M426dw M402,Evolut,https://www.extra.com.br/toner-26a-cf226a-226a-226-m426fdw-m426dw-m402/p/1512678939,1512678939,24728244.0,0.0,[]
Toner Compat. Com Scx3400 D101 Sf760p Ml-3405w,Evolut,https://www.extra.com.br/toner-compat-com-scx3400-d101-sf760p-ml-3405w/p/1512678940,1512678940,24728245.0,0.0,[]
Cartucho  964Xl Hp Amarelo ,HP,https://www.extra.com.br/cartucho-964xl-hp-amarelo/p/1511994126,1511994126,24043278.0,0.0,[]
"Impressora Térmica Elgin para Etiquetas L42 PRO, USB, Bivolt",Elgin,https://www.extra.com.br/impressora-termica-elgin-para-etiquetas-l42-pro-usb-bivolt/p/1505584889,1505584889,17601576.0,0.0,[]
Fita para Rotulador TZS-231 12mm Preto e Branco 1 UN Brother,Brother,https://www.extra.com.br/fita-para-rotulador-tzs-231-12mm-preto-e-branco-1-un-brother/p/1505538353,1505538353,17555348.0,0.0,[]
Toner Compat. Q7553x Q7553x | M2727nf P2014 P2014n P20,Evolut,https://www.extra.com.br/toner-compat-q7553x-q7553x-m2727nf-p2014-p2014n-p20/p/1512678941,1512678941,24728246.0,0.0,[]
Toner compat. Tn315 Tn310 4150 4570 9460 9970,Evolut,https://www.extra.com.br/toner-compat-tn315-tn310-4150-4570-9460-9970/p/1512678942,1512678942,24728247.0,0.0,[]
Kit 10 Toner compat.  100% Ce285a 85a 285a P1102w 1132,Evolut,https://www.extra.com.br/kit-10-toner-compat-100-ce285a-85a-285a-p1102w-1132/p/1512678943,1512678943,24728248.0,0.0,[]
Drum De Cilindro Toner compat. Dr360 Impressora Dcp7030,Evolut,https://www.extra.com.br/drum-de-cilindro-toner-compat-dr360-impressora-dcp7030/p/1512678944,1512678944,24728249.0,0.0,[]
Kit 10 Toner compat. Mlt-d104s Ml1660 Ml1661 Ml1665 1666,Evolut,https://www.extra.com.br/kit-10-toner-compat-mlt-d104s-ml1660-ml1661-ml1665-1666/p/1512678945,1512678945,24728250.0,0.0,[]
Cartucho Toner  53x Q7553x compat. P2014 P2015 M2727,Evolut,https://www.extra.com.br/cartucho-toner-53x-q7553x-compat-p2014-p2015-m2727/p/1512678946,1512678946,24728251.0,0.0,[]
Kit 2x Cartucho De Toner Para Impressora Q2612a 2612a 12,Evolut,https://www.extra.com.br/kit-2x-cartucho-de-toner-para-impressora-q2612a-2612a-12/p/1512678947,1512678947,24728252.0,0.0,[]
Toner Compat. Com Bro Tn2340 Tn2370 L2300 Dcp-l2540dw,Evolut,https://www.extra.com.br/toner-compat-com-bro-tn2340-tn2370-l2300-dcp-l2540dw/p/1512678948,1512678948,24728253.0,0.0,[]
Combo Toner Cf410x Cf411x Cf412x Cf413x M452 M477 compat.,Evolut,https://www.extra.com.br/combo-toner-cf410x-cf411x-cf412x-cf413x-m452-m477-compat/p/1512678949,1512678949,24728254.0,0.0,[]
Toner Tn1060 / Tn-1060 Compat. Novo Hl1112 / Dcp1512,Evolut,https://www.extra.com.br/toner-tn1060-tn-1060-compat-novo-hl1112-dcp1512/p/1512678950,1512678950,24728255.0,0.0,[]
Kit Toner D111s M2020w M2070w M2070fw 1.000 Paginas 4 Peças,Evolut,https://www.extra.com.br/kit-toner-d111s-m2020w-m2070w-m2070fw-1000-paginas-4-pecas/p/1512678951,1512678951,24728256.0,0.0,[]
Toner Cf218a Cf218 218a 18a - M132nw M132fn M132a Com Chip,Evolut,https://www.extra.com.br/toner-cf218a-cf218-218a-18a-m132nw-m132fn-m132a-com-chip/p/1512678952,1512678952,24728257.0,0.0,[]
Kit C/ 2 Toner Ce505a 05a 505a Cf280a 80a H500 P2050 2.3k,Evolut,https://www.extra.com.br/kit-c-2-toner-ce505a-05a-505a-cf280a-80a-h500-p2050-23k/p/1512678953,1512678953,24728258.0,0.0,[]
Toner 364a Cc364a 64a compat. P4010 P4014 P4015 P4515,Evolut,https://www.extra.com.br/toner-364a-cc364a-64a-compat-p4010-p4014-p4015-p4515/p/1512678954,1512678954,24728259.0,0.0,[]
Kit Com 7 Toner Tn630 Tn660 Tn2340 Tn2370 L2540dw Hl-l2320,Evolut,https://www.extra.com.br/kit-com-7-toner-tn630-tn660-tn2340-tn2370-l2540dw-hl-l2320/p/1512678955,1512678955,24728260.0,0.0,[]
Kit 5 Toner Mlt-d105l Compat. Scx-4601sil Scx-4623f 4623f,Evolut,https://www.extra.com.br/kit-5-toner-mlt-d105l-compat-scx-4601sil-scx-4623f-4623f/p/1512678956,1512678956,24728261.0,0.0,[]
Cartucho Toner Para 3428,Evolut,https://www.extra.com.br/cartucho-toner-para-3428/p/1512678957,1512678957,24728262.0,0.0,[]
Kit Com 10 Toner Tn3472 Para Compat. Dcp5502 Novo,Evolut,https://www.extra.com.br/kit-com-10-toner-tn3472-para-compat-dcp5502-novo/p/1512678958,1512678958,24728263.0,0.0,[]
Toner Universal 35a 36a 85a P1102 M1132 Compat.,Evolut,https://www.extra.com.br/toner-universal-35a-36a-85a-p1102-m1132-compat/p/1512678959,1512678959,24728264.0,0.0,[]
